time,speed,GPS_long,GPS_lat,GPS_heading,long_accel,lat_accel,vector_accel,vert_accel,LaneChangeLeft,LaneChangeRight,TurnLeft,TurnRight,GoStraight
9.1,2.33535671234131,-83.7026603230914,42.2982472100338,15.8386898040771,-0.304817706346512,-0.00429687509313226,0.304878622293472,0.97265625,0,0,0,0,1
9.2,2.27591156959534,-83.702660780489,42.2982463463161,18.7068901062012,-0.305729180574417,-0.00416666688397527,0.305794060230255,0.9765625,0,0,0,0,1
9.3,2.20470714569092,-83.7026612210117,42.2982455060927,18.7068901062012,-0.305859386920929,-0.00429687509313226,0.305925160646439,0.9765625,0,0,0,0,1
9.4,2.13986206054688,-83.7026616432432,42.2982446909775,15.5996294021606,-0.304947912693024,-0.00442708330228925,0.305016219615936,0.97265625,0,0,0,0,1
9.5,2.08309054374695,-83.7026620486231,42.2982438973293,15.5996294021606,-0.305078119039536,-0.00403645820915699,0.305138915777206,0.9765625,0,0,0,0,1
9.6,2.0234215259552,-83.7026631111111,42.2982417777778,4.59626007080078,-0.305598944425583,-0.00390625,0.305662095546722,0.9765625,0,0,0,0,1
9.7,1.95566844940186,-83.702670222222,42.2982275555554,4.59626007080078,-0.305989593267441,-0.00442708330228925,0.306063175201416,0.97265625,0,0,0,0,1
9.8,1.89676320552826,-83.7026761599991,42.2982166400017,356.367370605469,-0.305598944425583,-0.00429687509313226,0.305668115615845,0.97265625,0,0,0,0,1
9.9,1.84393572807312,-83.7026793599997,42.2982134400015,356.367370605469,-0.305729180574417,-0.00377604155801237,0.305786520242691,0.98046875,0,0,0,0,1
10,1.79110789299011,-83.7026825599988,42.2982102400013,348.117980957031,-0.305859386920929,-0.00377604155801237,0.305921584367752,0.96484375,0,0,0,0,1
10.1,1.73742353916168,-83.7026857599995,42.2982070400033,348.117980957031,-0.304947912693024,-0.00429687509313226,0.305018961429596,0.98046875,0,0,0,0,1
